uuid,input,output
2664fb88f2054b78a131038bcc5fd23e,"[(10, 5), (87, 21), (42, 57), (83, 0), (88, 55), (89, 62), (42, 57), (68, 42), (0, 73), (60, 59), (87, 99), (70, 84), (91, 40), (72, 1), (71, 96), (45, 52), (85, 36), (10, 86)]","[(91, 40), (87, 99), (10, 86), (0, 73), (10, 5), (83, 0)]"
3639d546954f461d98dae91668b81ac9,"[(24, 26), (43, 84), (42, 21), (12, 64), (39, 39), (98, 2), (95, 37), (85, 78), (41, 90), (64, 75), (31, 17), (87, 4), (93, 40), (95, 2), (66, 28), (37, 0), (46, 51), (16, 69), (63, 51), (74, 44)]","[(37, 0), (98, 2), (95, 37), (85, 78), (41, 90), (16, 69), (12, 64), (24, 26)]"
0e43b967443c4359a69e283f822b84fa,"[(58, 72), (25, 19), (50, 20), (23, 62), (6, 0), (42, 55), (47, 17), (12, 19), (55, 69), (41, 98), (52, 28), (42, 58), (27, 29), (44, 77), (62, 45), (32, 95), (86, 55), (1, 26), (95, 40)]","[(1, 26), (6, 0), (47, 17), (95, 40), (86, 55), (41, 98), (32, 95)]"
850c99ce8c6041c4be0d00aec0f47fcb,"[(80, 90), (25, 67), (30, 68)]","[(80, 90), (25, 67), (30, 68)]"
1ca467d737734b9f9e7c56bf6db26fd2,"[(98, 60), (46, 74), (72, 62), (74, 12), (34, 35), (77, 57), (60, 8), (82, 29)]","[(34, 35), (60, 8), (74, 12), (98, 60), (46, 74)]"
4890dd1dd6fd4dab9b6ae5c42432be0b,"[(42, 98), (93, 0), (48, 76), (11, 20), (55, 56), (54, 29), (14, 78)]","[(11, 20), (93, 0), (42, 98), (14, 78)]"
b5dc99703d9b4a02930dc4708333f796,"[(22, 75), (84, 43), (1, 72), (47, 26), (62, 64), (35, 7), (26, 64), (53, 4), (41, 47), (75, 94), (12, 53), (77, 76), (68, 14), (3, 64), (71, 47)]","[(75, 94), (1, 72), (3, 64), (35, 7), (53, 4), (68, 14), (84, 43)]"
3e0fefd55ee64ddfb28ed2266ce204f3,"[(85, 18), (77, 22), (40, 69), (27, 19), (53, 93), (56, 44), (99, 38), (90, 54), (22, 71), (88, 29), (25, 6), (27, 10), (80, 46), (69, 74), (81, 85), (99, 21), (96, 99), (19, 29), (96, 34), (29, 28)]","[(99, 38), (96, 99), (53, 93), (22, 71), (19, 29), (25, 6), (85, 18), (99, 21)]"
6281605c352d4c51ad72969709e4cdc9,"[(48, 61), (57, 4), (77, 66), (39, 73)]","[(77, 66), (39, 73), (57, 4)]"
4f65b1ca90c045d9ae45d98f02ba66c0,"[(43, 90), (82, 46), (4, 44), (97, 47), (44, 96), (51, 21), (15, 34), (63, 73), (49, 40), (62, 29), (12, 92), (40, 7), (84, 87), (16, 66), (81, 10)]","[(4, 44), (40, 7), (81, 10), (97, 47), (84, 87), (44, 96), (12, 92)]"
c8111d65bdb04acfbeb6b95f5277352c,"[(6, 7), (82, 2), (16, 29), (11, 72), (45, 49), (24, 29), (22, 2), (59, 6), (67, 62), (94, 52), (45, 90)]","[(94, 52), (45, 90), (11, 72), (6, 7), (22, 2), (82, 2)]"
da4f7d3870b14a5799299c3666dfb978,"[(95, 46), (43, 72), (61, 69), (77, 75)]","[(43, 72), (95, 46), (77, 75)]"
9951acaa4c544aceb35318fb9b30a8a0,"[(64, 98), (12, 29), (44, 93), (84, 54), (14, 29)]","[(84, 54), (64, 98), (44, 93), (12, 29), (14, 29)]"
052d2776afbd41058ba0444045d09fdd,"[(82, 88), (27, 29), (73, 12), (43, 33)]","[(82, 88), (27, 29), (73, 12)]"
b17f940f2b884267aa8a2b8a32156ca1,"[(63, 20), (49, 88), (12, 32), (6, 63), (70, 94), (30, 91), (69, 24), (29, 3), (26, 5), (60, 13), (29, 69), (18, 17), (71, 88)]","[(69, 24), (71, 88), (70, 94), (30, 91), (6, 63), (12, 32), (18, 17), (26, 5), (29, 3), (60, 13)]"
cedf9240c9004c55af62b775d9c0731a,"[(89, 52), (4, 63), (17, 37), (33, 38), (24, 30), (37, 42), (31, 10), (84, 81), (52, 46), (83, 53), (18, 16), (78, 58), (28, 20), (90, 46), (79, 78), (1, 96), (77, 12), (30, 75), (81, 4)]","[(81, 4), (90, 46), (89, 52), (84, 81), (1, 96), (4, 63), (18, 16), (31, 10)]"
6925a81ccac04e8282fd949558e5a7d9,"[(19, 48), (46, 67), (19, 6), (9, 11), (8, 47), (20, 15), (46, 79), (86, 72), (6, 37), (31, 50), (89, 81), (98, 28), (57, 86), (73, 33), (81, 45), (19, 69), (20, 66), (60, 87), (79, 63), (13, 32)]","[(19, 6), (98, 28), (89, 81), (60, 87), (57, 86), (19, 69), (8, 47), (6, 37), (9, 11)]"
1f7542f3e3114acbaf2cd686e6f6920e,"[(71, 19), (69, 4), (51, 8), (39, 48), (9, 47), (34, 40), (51, 10), (63, 34), (57, 58), (95, 54), (27, 45), (57, 12), (88, 62), (37, 2), (47, 30), (62, 47), (44, 71)]","[(9, 47), (37, 2), (69, 4), (95, 54), (88, 62), (44, 71)]"
6e5bef6477da48658e51654c8df4f0c5,"[(4, 92), (75, 94), (89, 73), (29, 32), (51, 80), (16, 24), (5, 86), (74, 79), (61, 35), (29, 48), (9, 16), (4, 11), (97, 52), (14, 86), (83, 81), (90, 54), (80, 82)]","[(4, 92), (4, 11), (61, 35), (97, 52), (89, 73), (75, 94)]"
870ec150af444bb0918befc9a53f7fbe,"[(94, 22), (56, 70), (22, 85), (40, 98), (16, 88), (12, 73), (39, 63)]","[(12, 73), (94, 22), (40, 98), (16, 88)]"
c400d56c8c0b4c53a7c41bda673b504b,"[(52, 49), (78, 29), (17, 9), (22, 92), (46, 52), (31, 1)]","[(22, 92), (17, 9), (31, 1), (78, 29)]"
16aa7522572c45649e1577922b779158,"[(33, 13), (98, 38), (11, 47), (69, 14), (42, 31), (51, 61)]","[(11, 47), (33, 13), (69, 14), (98, 38), (51, 61)]"
855bb25f2cae4d36a8932e6667d5fc06,"[(83, 11), (45, 54), (42, 29), (22, 77), (27, 37)]","[(45, 54), (22, 77), (27, 37), (42, 29), (83, 11)]"
0e7fe16e16684803ad88eb3df2a872ad,"[(81, 89), (32, 71), (46, 31), (59, 13), (6, 51), (25, 24)]","[(59, 13), (81, 89), (32, 71), (6, 51), (25, 24)]"
3bd0c7679dbd4bd282ef34a659dbe0b6,"[(58, 26), (93, 80), (22, 44), (28, 46), (52, 3), (78, 59), (25, 64), (20, 1), (67, 7), (75, 94), (13, 88), (0, 31), (18, 67), (41, 54), (0, 98), (76, 70), (33, 8), (30, 0), (3, 23), (35, 24)]","[(0, 98), (0, 31), (3, 23), (20, 1), (30, 0), (52, 3), (67, 7), (93, 80), (75, 94)]"
3e08a6abd69646f196cd16bced98bc0a,"[(90, 74), (90, 75), (37, 31), (44, 29), (75, 50), (14, 13), (61, 19), (31, 96), (9, 48), (14, 30)]","[(31, 96), (9, 48), (14, 13), (61, 19), (90, 74), (90, 75)]"
8cfaf9cca0924d6caed199f2117fccf3,"[(88, 81), (15, 64), (40, 39), (11, 58), (75, 71), (73, 47), (64, 5), (89, 68)]","[(11, 58), (64, 5), (89, 68), (88, 81), (15, 64)]"
e053dee3e4a94e588401a2a20dd0d334,"[(88, 59), (26, 43), (82, 56), (76, 52), (73, 69), (18, 27), (9, 29), (57, 42), (1, 88), (55, 25), (46, 53)]","[(55, 25), (88, 59), (73, 69), (1, 88), (9, 29), (18, 27)]"
a2c32b610c1b476197be1eb868067390,"[(82, 65), (37, 33), (20, 62), (94, 25), (55, 61), (65, 97), (14, 21), (30, 54), (90, 41), (68, 34), (56, 19), (21, 98), (96, 46), (69, 27), (61, 12), (50, 36), (32, 69), (50, 35)]","[(21, 98), (14, 21), (61, 12), (94, 25), (96, 46), (65, 97)]"
8426d8d68ea74d52b2d7d7924de691eb,"[(98, 87), (30, 33), (65, 43), (96, 17), (3, 52), (50, 86), (54, 29), (70, 90)]","[(96, 17), (98, 87), (70, 90), (50, 86), (3, 52), (30, 33)]"
8117d6d9ce27419b82dfabf0b576bf52,"[(87, 5), (60, 39), (42, 48), (96, 65), (66, 17), (78, 80), (13, 5), (47, 42), (14, 74), (67, 91), (43, 22), (15, 47), (84, 79), (17, 15)]","[(13, 5), (87, 5), (96, 65), (84, 79), (67, 91), (14, 74)]"
25eba54d080c4b2ab8709a655d7e1e5a,"[(5, 93), (25, 64), (12, 4), (20, 88), (80, 95), (27, 35), (28, 61), (65, 54), (91, 66), (22, 89), (26, 30), (48, 81), (42, 48), (3, 8), (21, 16), (81, 30)]","[(91, 66), (80, 95), (5, 93), (3, 8), (12, 4), (81, 30)]"
49275c0f1169487fac5652a800269eb8,"[(23, 36), (96, 28), (47, 41), (11, 91), (45, 7), (91, 60)]","[(45, 7), (96, 28), (91, 60), (11, 91), (23, 36)]"
f0197c8a800240d9af9e6ed581a48a42,"[(95, 90), (82, 0), (33, 40), (46, 25), (17, 39), (5, 6), (93, 3), (41, 44), (58, 75), (75, 38), (8, 42), (90, 70), (89, 96), (28, 62), (90, 86), (30, 23)]","[(5, 6), (82, 0), (93, 3), (95, 90), (89, 96), (28, 62), (8, 42)]"
0ca5208c305d451bb74cb729cc444d1a,"[(66, 79), (44, 46), (57, 55), (63, 20), (78, 8), (27, 16), (1, 21)]","[(66, 79), (1, 21), (27, 16), (78, 8)]"
30af7c4c38e44b0dba08bd4d9c6a2671,"[(37, 78), (88, 11), (3, 0), (86, 29), (98, 77)]","[(37, 78), (3, 0), (88, 11), (98, 77)]"
d802e898870a49009465325e2ed3d524,"[(26, 95), (53, 7), (29, 78), (39, 13), (55, 94), (7, 66), (67, 6), (44, 91), (84, 7)]","[(26, 95), (7, 66), (39, 13), (53, 7), (67, 6), (84, 7), (55, 94)]"
878202d92ad842bc99cfd82cd29fc924,"[(5, 72), (99, 44), (44, 75), (75, 1), (36, 60), (33, 42), (53, 53), (90, 18), (25, 67), (12, 2), (92, 38), (55, 8)]","[(5, 72), (12, 2), (75, 1), (90, 18), (99, 44), (44, 75)]"
554721fc0ca44d9a906718be190a035d,"[(68, 68), (42, 22), (79, 46), (30, 6), (17, 25), (62, 86)]","[(62, 86), (17, 25), (30, 6), (79, 46)]"
233a7e14e1724408a8ee46861288916b,"[(60, 42), (69, 35), (60, 52), (42, 24), (90, 16), (6, 79)]","[(6, 79), (42, 24), (90, 16), (60, 52)]"
9ea7d6d6054c4d81a163719d1045d922,"[(30, 56), (68, 19), (56, 88), (96, 57)]","[(30, 56), (68, 19), (96, 57), (56, 88)]"
8e1393ff598a4711b5a660495c15050d,"[(2, 22), (45, 20), (29, 97), (13, 34), (2, 66), (44, 31), (1, 3), (48, 5), (15, 85), (68, 63), (99, 44), (50, 42), (79, 11), (62, 1)]","[(99, 44), (29, 97), (15, 85), (2, 66), (1, 3), (62, 1), (79, 11)]"
bb98ef22179c42629d6e7d594fa80f92,"[(24, 0), (17, 10), (99, 49), (43, 39), (12, 21), (45, 76), (45, 47), (63, 98), (1, 12), (89, 43), (90, 39), (95, 83), (63, 46)]","[(1, 12), (24, 0), (90, 39), (99, 49), (95, 83), (63, 98), (45, 76)]"
44cf2b89099f4441a050be58cd1db8ca,"[(56, 9), (65, 22), (68, 53), (48, 53), (98, 14), (98, 15), (88, 50), (40, 48), (84, 67), (8, 66), (30, 6), (19, 30), (28, 33), (45, 29), (86, 84), (8, 75), (14, 91)]","[(8, 66), (19, 30), (30, 6), (56, 9), (98, 14), (98, 15), (86, 84), (14, 91), (8, 75)]"
fb2ad31c9b714749afda8e26286f5be0,"[(64, 10), (40, 28), (90, 3), (87, 52), (36, 90), (89, 27), (93, 86), (87, 85), (60, 25), (70, 1), (28, 58)]","[(36, 90), (28, 58), (40, 28), (70, 1), (90, 3), (93, 86)]"
3c9d9cabed5e4d188e4cf83c4ad2340b,"[(64, 0), (93, 15), (95, 69), (22, 43), (75, 32), (1, 90), (53, 16)]","[(95, 69), (1, 90), (22, 43), (64, 0), (93, 15)]"
f8acab49263d4071a59023af6e00ee3e,"[(68, 7), (61, 89), (88, 32), (52, 52), (67, 34)]","[(61, 89), (52, 52), (68, 7), (88, 32)]"
90c7b289b5d9473183c8983a63338265,"[(12, 7), (3, 2), (78, 30), (63, 51), (45, 78), (73, 33), (11, 10), (57, 27), (31, 96), (2, 25), (87, 31), (74, 99), (87, 14), (15, 10), (20, 88), (72, 93), (55, 7)]","[(87, 31), (74, 99), (31, 96), (20, 88), (2, 25), (3, 2), (55, 7), (87, 14)]"
08da4a3271fc47f49ece447d2264e63c,"[(95, 48), (80, 79), (83, 22), (8, 8), (39, 56), (44, 65), (1, 50), (25, 20), (64, 24), (85, 89), (44, 65), (9, 71), (96, 80), (89, 64), (3, 8), (10, 82), (76, 36), (74, 22), (46, 82), (44, 61)]","[(8, 8), (83, 22), (95, 48), (96, 80), (85, 89), (10, 82), (1, 50), (3, 8)]"
4ae5c5b620474b05b77f37c36f87bf38,"[(10, 16), (52, 7), (59, 9), (44, 57), (48, 69), (83, 6), (42, 35), (16, 16), (46, 71), (36, 94), (76, 64), (91, 55), (99, 71)]","[(36, 94), (10, 16), (52, 7), (83, 6), (99, 71)]"
55d3faa0860b49ccbccc2310ca14f8e2,"[(47, 22), (3, 89), (24, 5), (1, 53), (5, 14), (36, 79)]","[(3, 89), (1, 53), (5, 14), (24, 5), (47, 22), (36, 79)]"
8e246334692948ae9d794118964ec605,"[(50, 16), (66, 20), (93, 82), (51, 45), (58, 90), (66, 26), (71, 78), (71, 90)]","[(50, 16), (66, 20), (93, 82), (71, 90), (58, 90), (51, 45)]"
7b1e403f0fde4f86a8e58925255bcf0f,"[(1, 78), (76, 35), (10, 2), (17, 84), (13, 13), (15, 8), (49, 15)]","[(1, 78), (10, 2), (49, 15), (76, 35), (17, 84)]"
8994931f67474357afe36c10818c361a,"[(94, 42), (91, 28), (75, 82), (2, 37), (0, 9), (47, 9), (64, 32), (93, 31), (42, 55), (99, 70)]","[(99, 70), (75, 82), (2, 37), (0, 9), (47, 9), (91, 28), (93, 31)]"
5150cc6d17e94606bef5695bcc05c17d,"[(85, 77), (92, 38), (43, 79), (58, 92), (68, 93), (70, 35), (62, 76), (95, 24), (70, 33), (63, 2), (27, 62), (59, 63), (47, 53), (87, 48), (91, 44), (26, 37), (29, 16), (1, 39)]","[(63, 2), (95, 24), (85, 77), (68, 93), (58, 92), (43, 79), (1, 39), (29, 16)]"
8a813b6b713540f2898d1b89893c7691,"[(46, 48), (58, 63), (36, 41), (1, 37), (93, 30), (85, 33), (77, 13), (65, 21), (32, 30), (32, 12), (10, 51), (30, 90), (63, 79), (35, 29), (78, 71), (83, 45), (2, 79), (35, 10), (54, 24)]","[(2, 79), (1, 37), (32, 12), (35, 10), (77, 13), (93, 30), (78, 71), (63, 79), (30, 90)]"
609f11eac23f4d1498e530e3d1023630,"[(91, 85), (43, 76), (67, 61), (12, 43), (52, 80), (42, 83), (81, 51), (35, 24), (35, 81), (23, 51), (51, 59), (61, 43), (92, 73), (68, 5), (50, 99), (38, 25), (69, 73), (79, 68), (14, 81), (55, 93)]","[(68, 5), (92, 73), (91, 85), (50, 99), (14, 81), (12, 43), (35, 24)]"
ee623b5b31f14e54bcfe8c5cdf7feb7d,"[(85, 1), (29, 46), (40, 14), (57, 17), (25, 66), (41, 3), (68, 15), (65, 71), (58, 85), (38, 43), (2, 71), (96, 52), (50, 17)]","[(85, 1), (96, 52), (58, 85), (2, 71), (41, 3)]"
0b1a023ab67d46dc9df043db951cfedf,"[(20, 64), (63, 90), (16, 45), (29, 11), (92, 80), (71, 20), (69, 20), (7, 28), (50, 55), (37, 18), (89, 73)]","[(7, 28), (29, 11), (71, 20), (92, 80), (63, 90), (20, 64)]"
3350b1c719664d92a914a547ea0ba541,"[(67, 92), (1, 19), (69, 44), (99, 50), (19, 3)]","[(67, 92), (1, 19), (19, 3), (99, 50)]"
be36cb32bdf84a79a93ab2ac6f27a8e6,"[(99, 79), (61, 54), (82, 53), (17, 72), (61, 61), (54, 89), (53, 79), (92, 79), (15, 64), (37, 47), (50, 53), (38, 84), (11, 79)]","[(82, 53), (99, 79), (54, 89), (11, 79), (15, 64), (37, 47)]"
fe1c516769344668b65b7da362182203,"[(41, 78), (25, 73), (76, 28), (80, 40), (82, 41), (45, 93), (91, 45), (25, 10), (15, 30), (52, 8), (36, 4), (76, 78)]","[(25, 73), (15, 30), (25, 10), (36, 4), (52, 8), (76, 28), (91, 45), (76, 78), (45, 93)]"
a86d53ea3b9c45e2940bc51bb019fa07,"[(24, 41), (72, 54), (85, 92), (17, 5), (7, 97), (9, 7), (85, 43), (1, 41), (31, 76), (25, 2), (56, 22)]","[(7, 97), (1, 41), (9, 7), (25, 2), (56, 22), (85, 43), (85, 92)]"
4cefef0557934ae3afa8e0aca3bd212c,"[(6, 51), (88, 43), (44, 67), (20, 15), (90, 45)]","[(6, 51), (20, 15), (88, 43), (90, 45), (44, 67)]"
569e6308063a4ffaa43a2eb16d9bf13a,"[(92, 51), (52, 6), (98, 46), (89, 50), (0, 24)]","[(0, 24), (52, 6), (98, 46), (92, 51)]"
765a1f221fca4014a8135f1f3ca7030f,"[(41, 31), (70, 78), (54, 44), (95, 55), (29, 70)]","[(29, 70), (41, 31), (95, 55), (70, 78)]"
fed4d84bbf1a49e2a0e844cdc52d0a67,"[(4, 31), (61, 41), (47, 64), (65, 37), (39, 32), (26, 12), (3, 40), (58, 32), (96, 55), (17, 45), (90, 24), (10, 34), (25, 39)]","[(90, 24), (96, 55), (47, 64), (3, 40), (4, 31), (26, 12)]"
8bd03156def14608b666af190717c39c,"[(35, 28), (65, 67), (2, 13), (83, 37), (89, 64), (9, 11), (8, 84), (60, 60), (98, 59), (47, 97), (1, 29), (4, 86), (69, 90), (24, 71), (37, 97), (5, 38), (51, 17), (71, 9)]","[(71, 9), (98, 59), (69, 90), (47, 97), (37, 97), (4, 86), (1, 29), (2, 13), (9, 11)]"
46f9410d2c5b428bb047ee4755cab766,"[(25, 26), (37, 86), (81, 50), (27, 83), (90, 46), (90, 74), (78, 86), (54, 76), (94, 83), (39, 29), (51, 97), (69, 67), (41, 90), (3, 92), (60, 47), (78, 99)]","[(3, 92), (25, 26), (39, 29), (90, 46), (94, 83), (78, 99), (51, 97)]"
60a40f1c88be4be098232b2570383dbe,"[(51, 79), (73, 30), (92, 49), (85, 8), (56, 59), (14, 20)]","[(51, 79), (14, 20), (85, 8), (92, 49)]"
a3baa24ea53c41c0ad1480d7ece8e278,"[(28, 33), (40, 73), (92, 90), (83, 74), (35, 90), (3, 6), (77, 36), (80, 29), (37, 19), (75, 67), (78, 52), (74, 34), (54, 66), (89, 71), (35, 93), (89, 17), (46, 48)]","[(35, 93), (3, 6), (89, 17), (92, 90)]"
6acdca7c9bf243c0a83d5046c5daf196,"[(54, 6), (93, 75), (22, 46), (33, 23), (77, 73), (17, 94), (7, 57), (46, 39), (36, 15), (68, 12), (27, 26), (20, 5)]","[(7, 57), (20, 5), (54, 6), (68, 12), (93, 75), (17, 94)]"
9ef4d9e5bf434b4b9da3dfa1443dca2b,"[(69, 28), (56, 5), (82, 83), (13, 81), (53, 45), (64, 46), (18, 60), (59, 25)]","[(82, 83), (13, 81), (18, 60), (56, 5), (69, 28)]"
69297a1ea63342c5a70c6857e4631d32,"[(67, 99), (98, 76), (49, 60), (67, 3), (39, 53), (75, 5), (40, 62), (41, 58), (85, 81), (28, 75), (88, 62), (70, 51), (10, 45), (81, 20), (65, 71), (18, 59), (79, 90)]","[(10, 45), (67, 3), (75, 5), (81, 20), (98, 76), (67, 99), (28, 75), (18, 59)]"
1032fb677d8e494cb71c55e3d2718050,"[(99, 26), (91, 90), (90, 46), (38, 86)]","[(38, 86), (99, 26), (91, 90)]"
81f563c605554d4392e1b1abbb9ae9fc,"[(84, 70), (68, 91), (79, 21)]","[(84, 70), (68, 91), (79, 21)]"
0b61e8be86df487ba63ea7b198620d1a,"[(14, 22), (87, 92), (13, 16), (33, 99), (10, 0), (52, 89), (92, 47), (51, 56), (45, 78), (90, 85), (32, 57), (21, 95), (11, 74), (83, 97), (20, 57), (39, 36), (73, 31)]","[(83, 97), (33, 99), (21, 95), (11, 74), (10, 0), (73, 31), (92, 47), (90, 85), (87, 92)]"
8c993553827d460da937d3320c192ef1,"[(6, 66), (22, 26), (35, 7), (17, 82), (70, 49), (3, 67), (41, 7), (11, 55), (11, 43), (17, 62), (55, 14)]","[(17, 82), (3, 67), (11, 43), (22, 26), (35, 7), (41, 7), (55, 14), (70, 49)]"
7062a87e5ba145728a1d767a4dbcf2cc,"[(19, 58), (91, 31), (8, 24), (76, 40), (21, 18), (81, 87), (59, 32), (1, 1), (89, 93), (87, 49), (59, 27), (68, 79)]","[(1, 1), (91, 31), (89, 93), (19, 58), (8, 24)]"
bd7bc32e7872460b9beb492ece97f52d,"[(34, 31), (68, 16), (68, 4), (64, 4), (29, 55), (22, 95), (54, 94)]","[(68, 4), (68, 16), (54, 94), (22, 95), (29, 55), (34, 31), (64, 4)]"
b5afb211fabd4a8681b205a25cee038d,"[(55, 3), (71, 35), (66, 90), (11, 22), (98, 63), (94, 11), (39, 30), (49, 66), (98, 26), (37, 64), (14, 76), (61, 8), (6, 65), (65, 47), (99, 28), (77, 53)]","[(14, 76), (6, 65), (11, 22), (55, 3), (94, 11), (99, 28), (98, 63), (66, 90)]"
21c0783cc2374424994623b83f2cb992,"[(31, 78), (25, 87), (50, 53), (85, 53), (57, 45), (98, 64)]","[(98, 64), (25, 87), (31, 78), (50, 53), (57, 45), (85, 53)]"
5bfab7fcbd19450b9f9d9e9cc3c246c0,"[(4, 64), (38, 66), (87, 51), (91, 84), (80, 88), (1, 38), (99, 80), (67, 82), (84, 25), (98, 37), (7, 30), (80, 36), (98, 71), (14, 69), (66, 3), (20, 76), (21, 25), (37, 85), (71, 49), (25, 57)]","[(1, 38), (7, 30), (66, 3), (98, 37), (99, 80), (91, 84), (80, 88), (37, 85), (20, 76), (4, 64)]"
969e551a2f5341e7968c7a1413ed5d50,"[(75, 91), (93, 54), (55, 76), (65, 95), (52, 79)]","[(65, 95), (52, 79), (55, 76), (93, 54), (75, 91)]"
9f2b44d9ffc64c3da1841fc1fbbc523c,"[(5, 38), (88, 69), (41, 93), (80, 82), (78, 91), (3, 62)]","[(41, 93), (3, 62), (5, 38), (88, 69), (78, 91)]"
73cbb361edee4deebba092c628ca8448,"[(92, 37), (15, 0), (3, 97), (77, 35), (23, 64), (39, 46)]","[(92, 37), (3, 97), (15, 0)]"
d4d7ce3a390a4abf98175b26c5661302,"[(46, 39), (52, 77), (60, 1), (32, 3)]","[(32, 3), (60, 1), (52, 77)]"
73eefd60442d4c9eb08ba8f90c1604b1,"[(53, 28), (91, 64), (46, 92), (3, 77), (20, 37), (88, 24), (30, 44), (97, 14), (49, 29), (19, 73), (6, 19), (99, 93), (45, 32), (66, 74), (61, 69), (71, 58), (33, 79), (16, 58), (40, 54)]","[(97, 14), (99, 93), (46, 92), (3, 77), (6, 19)]"
71a97c5dbf0a44679152b85fce6e372b,"[(65, 46), (11, 22), (57, 6), (7, 81), (10, 27), (77, 58), (52, 63), (25, 39), (15, 27), (15, 49), (57, 16), (78, 14), (61, 83), (59, 23)]","[(61, 83), (7, 81), (10, 27), (11, 22), (57, 6), (78, 14), (77, 58)]"
48092c1413c841b68ea55fa631284ee6,"[(29, 8), (45, 4), (25, 71), (49, 11), (45, 95), (30, 46)]","[(45, 95), (25, 71), (29, 8), (45, 4), (49, 11)]"
a1ba9c8f1de34b8c995545f849349771,"[(62, 71), (38, 49), (28, 6), (24, 21), (57, 20), (92, 65), (62, 50), (1, 31), (33, 36), (80, 42), (25, 45), (76, 10), (59, 95), (76, 86), (21, 38), (11, 96), (4, 49), (36, 68), (99, 40)]","[(11, 96), (1, 31), (28, 6), (76, 10), (99, 40), (92, 65), (76, 86), (59, 95)]"
7401cd84b2a8488f86f34dd21098f406,"[(93, 69), (54, 84), (50, 99), (77, 6), (88, 86), (65, 12), (48, 95), (9, 93), (47, 78), (8, 90), (21, 51), (30, 88), (28, 93), (72, 60), (37, 89), (62, 77), (21, 3), (68, 64)]","[(8, 90), (21, 3), (77, 6), (93, 69), (88, 86), (50, 99), (9, 93)]"
f1a61fde78d2493590d265c25408bcb3,"[(55, 25), (40, 70), (85, 95), (7, 32), (38, 45)]","[(7, 32), (55, 25), (85, 95), (40, 70)]"
93aa5014e8ad45759206b5d44e4fe18d,"[(85, 34), (95, 76), (61, 4), (25, 86), (77, 81), (53, 55), (45, 58), (67, 99), (45, 72), (77, 89), (39, 76), (90, 27), (36, 27), (77, 22), (17, 10), (30, 87)]","[(95, 76), (67, 99), (25, 86), (17, 10), (61, 4), (90, 27)]"
5fa4a7515e574ff5b32da2ae9ae783a5,"[(27, 89), (89, 17), (35, 51), (82, 80), (0, 84), (92, 81), (67, 77), (53, 0), (41, 82), (27, 37), (47, 30), (4, 84), (18, 52), (6, 7), (77, 71), (82, 60), (43, 7), (8, 78)]","[(0, 84), (6, 7), (53, 0), (89, 17), (92, 81), (27, 89)]"
20b7f9d31b6c4b54804618f18e619b99,"[(40, 75), (79, 40), (6, 7), (69, 35), (6, 18), (87, 48), (22, 15), (50, 11), (92, 82)]","[(92, 82), (40, 75), (6, 18), (6, 7), (50, 11), (87, 48)]"
d280d6ee9c6a4e2091b1b6e229ba9eb8,"[(91, 69), (65, 45), (71, 39), (19, 83), (75, 68), (70, 21), (96, 28)]","[(19, 83), (70, 21), (96, 28), (91, 69)]"
6411c53472ff4658acd61e63c88a8034,"[(24, 43), (11, 37), (83, 7), (97, 56), (44, 76), (79, 42), (14, 97), (19, 80), (40, 18), (77, 98), (60, 49), (50, 70), (52, 89), (90, 75), (56, 85), (95, 99), (50, 57), (39, 83), (39, 27), (59, 70)]","[(83, 7), (97, 56), (95, 99), (14, 97), (11, 37), (40, 18)]"
a941e0120a944d8d9d5acbd41c80df69,"[(0, 66), (11, 54), (68, 46), (63, 55), (26, 55), (76, 54)]","[(76, 54), (0, 66), (11, 54), (68, 46)]"
4c0ae47a7ebe4352a1cf1dddf7b4d49e,"[(87, 38), (14, 35), (30, 6), (6, 60), (13, 21), (19, 45), (41, 77), (63, 87), (21, 95), (69, 49), (35, 29), (15, 97)]","[(30, 6), (87, 38), (63, 87), (15, 97), (6, 60), (13, 21)]"
f2e504954c87457c9a0116e0f0f78918,"[(90, 96), (33, 42), (85, 68), (16, 44), (8, 97), (76, 68), (39, 63), (50, 42), (12, 22), (72, 80), (27, 56)]","[(90, 96), (8, 97), (12, 22), (50, 42), (85, 68)]"
0b5bbd6c16ce48cab2ed6c183dd21bba,"[(91, 17), (76, 96), (18, 4), (10, 99), (31, 11), (60, 79), (99, 88), (7, 98), (38, 96), (90, 8), (65, 72), (81, 95), (9, 92), (42, 65), (67, 98), (88, 70), (7, 35), (3, 96), (17, 73)]","[(90, 8), (99, 88), (81, 95), (67, 98), (10, 99), (7, 98), (3, 96), (7, 35), (18, 4)]"
c8727e7781b74672872f7d4bad73d327,"[(78, 35), (50, 78), (22, 69), (74, 88), (22, 13), (14, 3), (86, 41)]","[(86, 41), (74, 88), (22, 69), (14, 3), (78, 35)]"
99c4a789da534e569040ec45baa24432,"[(9, 27), (50, 13), (32, 52), (40, 72), (65, 93), (98, 62), (69, 21), (55, 58), (45, 51), (35, 1), (21, 41), (52, 74), (85, 70)]","[(98, 62), (65, 93), (40, 72), (9, 27), (35, 1), (69, 21)]"
0aa6bf25d01b40018b269e2556da38ef,"[(15, 51), (66, 4), (52, 43), (89, 32), (64, 16), (42, 14)]","[(66, 4), (89, 32), (52, 43), (15, 51), (42, 14)]"
